ALIAS,SEMESTER,INSTRUCTOR,COURSE_QUALITY,DIFFICULTY,INSTRUCTOR_QUALITY,STIMULATE_INTEREST,WORK_REQUIRED
PSCI-132,2009C,JOHN DIIULIO,3.41,2.27,3.77,3.76,3.02
PSCI-204,2012A,DANIEL Q GILLION,2.83,2.15,3.14,3.33,1.89
PSCI-332,2016A,DAVID J DUTWIN,1.14,2.00,1.86,1.71,2.14
PSCI-552,2016A,ALEX WEISIGER,3.57,3.00,3.93,3.83,2.77
PPE-202,2016A,MATTHEW STEPHEN LEVENDUSKY,2.87,2.61,3.15,3.33,2.38
PSCI-218,2012A,JULIA LYNCH,3.08,3.08,3.00,3.08,3.23
PSCI-221,2015C,JULIA LYNCH,2.05,2.30,2.48,2.50,2.35
PSCI-451,2008C,ALEX WEISIGER,3.20,3.20,3.80,3.00,2.40
COMM-374,2016C,ALVIN S. FELZENBERG,2.21,1.92,2.40,1.92,2.08
WRIT-076,2016C,MATTHEW D BERKMAN,1.53,2.71,2.33,2.29,3.14
PSCI-109,2008A,YITZHAK BRUDNY,2.00,1.45,1.74,1.26,1.65
PSCI-531,2015C,MATTHEW STEPHEN LEVENDUSKY,3.50,3.60,3.67,3.60,4.00
ANTH-147,2008A,KAROLINA SZMAGALSKA,2.22,2.44,2.56,1.94,3.44
CLST-185,2010B,JEREMY B. LABUFF,2.33,3.00,3.67,2.50,3.50
PSCI-215,2016C,BRENDAN O'LEARY,2.57,2.57,3.05,2.68,2.57
PSCI-419,2013A,TULIA G. FALLETI,3.20,3.00,3.40,3.00,3.80
PSCI-431,2011A,JOHN DIIULIO,4.00,2.15,4.00,4.00,2.46
PSCI-572,2011A,FRANCISCO JOSE FLORES-MACIAS,3.63,2.75,3.63,3.38,3.25
AFST-257,2012A,MARTON MARKOVITS,3.12,2.44,3.29,3.31,3.00
COMM-404,2015C,DIANA C. MUTZ,2.94,2.33,3.38,3.13,2.33
PSCI-138,2015A,BRIAN ROSENWALD,2.21,3.08,2.29,2.69,3.77
PSCI-235,2015C,ROBERT VITALIS,3.06,2.57,3.25,3.57,2.50
PSCI-331,2010C,DANIEL Q GILLION,2.90,3.00,3.30,3.22,2.90
PSCI-338,2016A,MARC MEREDITH,2.93,2.83,2.86,3.17,3.00
PSCI-437,2015A,MARIE GOTTSCHALK,3.67,3.60,3.80,3.86,3.80
PSCI-571,2012A,ISABELLA ALCANIZ,3.50,2.67,3.67,3.67,2.67
URBS-470,2011C,EDWARD G RENDELL,3.24,3.13,3.47,3.63,3.44
PSCI-231,2015C,DANIEL Q GILLION,3.54,2.45,3.56,3.62,2.43
PSCI-229,2014A,YUHUA WANG,3.40,2.52,3.44,3.40,2.20
PSCI-433,2015C,DANIEL Q GILLION,2.54,3.00,2.54,3.00,3.30
COMM-375,2015A,ALVIN S. FELZENBERG,1.88,1.82,2.08,1.82,2.18
COMM-403,2015A,DEVRA C. MOEHLER,2.46,2.78,2.77,2.44,3.00
COMM-433,2014C,DEVRA C. MOEHLER,3.00,3.43,3.33,2.57,3.57
HIST-231,2016C,HOPE MCGRATH,3.33,2.40,3.50,3.40,2.80
PSCI-244,2012C,JOHN DIIULIO,3.00,1.92,3.48,3.17,2.33
PSCI-534,2015C,ADOLPH L. REED,2.59,2.71,2.71,3.29,3.15
PSCI-259,2016A,AVERY M GOLDSTEIN,3.00,2.50,3.73,3.40,2.90
PSCI-519,2013A,SHAHANA CHATTARAJ,1.53,2.00,1.82,2.09,2.00
PSCI-272,2016A,ROGERS M SMITH,3.37,2.62,3.74,3.64,2.74
PSCI-282,2014A,EZEKIEL J EMANUEL,2.89,2.39,3.47,3.54,2.64
PSCI-439,2014A,DIANA C. MUTZ,3.43,2.86,3.75,3.71,2.71
PSCI-496,2016C,ROGERS M SMITH,3.20,1.25,3.50,3.38,1.38
PSCI-336,2015A,JOHN S. LAPINSKI,3.06,2.47,3.29,2.87,2.07
PSCI-434,2015A,DANIEL Q GILLION,3.00,2.33,3.50,3.67,2.17
PSCI-441,2015A,JOHN DIIULIO,3.85,1.62,4.00,3.92,2.17
PSCI-554,2015A,TULIA G. FALLETI,3.00,3.33,3.00,3.50,3.17
EALC-193,2015A,CHOONG SOO KIM,2.93,2.27,3.21,3.18,2.09
PSCI-327,2015C,DEVESH KAPUR,3.11,2.71,3.56,3.57,3.00
RUSS-123,2016C,MITCHELL ORENSTEIN,3.00,2.57,2.86,3.14,2.71
PSCI-223,2016A,DEBORAH HARROLD,2.06,2.29,2.12,2.93,2.50
PSCI-416,2016A,DAWN L TEELE,3.31,2.91,3.38,3.73,3.45
PSCI-535,2016C,DANIEL Q GILLION,3.78,3.33,3.78,3.89,3.89
PSCI-558,2016A,EILEEN DOHERTY-SIL,3.72,2.78,3.89,3.83,3.06
RUSS-134,2016A,MITCHELL ORENSTEIN,2.61,2.48,2.86,3.10,2.57
PSCI-436,2016C,MICHELE F. MARGOLIS,3.81,2.33,3.81,3.91,3.00
GAFL-530,2016C,GUY GROSSMAN,2.89,3.11,3.44,3.56,2.89
