ALIAS,SEMESTER,INSTRUCTOR,COURSE_QUALITY,DIFFICULTY,INSTRUCTOR_QUALITY,STIMULATE_INTEREST,WORK_REQUIRED
ANTH-309,2016C,GREGORY P URBAN,2.88,2.50,3.50,3.33,2.33
ANTH-517,2010C,JANET M MONGE,3.14,1.33,4.00,4.00,2.50
ANTH-526,2010C,CLAUDIA R. VALEGGIA,3.50,2.33,3.75,4.00,2.33
HIST-118,2016C,ROBERT ST.GEORGE,1.34,2.08,1.76,2.00,2.29
SAST-063,2015C,LISA MITCHELL,2.76,1.99,3.20,3.04,2.32
SAST-169,2016C,IAN C. PETRIE,2.70,1.94,3.10,2.88,2.12
ANTH-150,2011C,LYNDON K GILL,3.57,3.14,3.57,3.57,3.14
ANTH-235,2011C,LAUREN M. RISTVET,3.75,2.67,3.75,4.00,3.00
ANTH-334,2015C,DEBORAH A THOMAS,2.93,3.16,3.29,3.70,3.36
ANTH-420,2015A,JAESOK KIM,1.50,2.33,2.33,2.17,2.33
ANTH-459,2011C,JOHN P SANCHEZ,2.93,1.67,3.00,2.75,1.92
COMM-105,2011C,JOHN L. JACKSON,2.67,2.00,3.57,3.15,2.45
COMM-412,2011C,JOHN L. JACKSON,3.12,2.44,3.82,3.50,2.69
HSOC-249,2012C,KATHERINE MASON,3.39,2.38,3.44,3.63,2.81
SOCI-230,2015C,STEPHEN R. VISCELLI,2.44,2.60,2.44,3.00,2.00
ANTH-386,2016C,MARILYNNE DIGGS-THOMPSON,2.72,1.77,3.11,2.75,2.38
ANTH-052,2010A,ROBERT W. PREUCEL,3.00,1.83,3.00,2.14,1.71
ANTH-204,2010A,DEBORAH A THOMAS,2.83,2.17,3.67,3.17,2.17
ANTH-401,2010A,JAESOK KIM,2.25,2.36,2.50,1.64,2.73
AFST-227,2014A,MARY JENNIFER HASTY,2.83,2.56,2.92,3.11,3.00
MUSC-053,2010A,CAROL ANN MULLER,2.29,1.89,2.75,2.32,1.82
SAST-288,2010A,DAUD ALI,1.88,1.71,2.25,2.00,1.71
ANTH-005,2016C,JOANNE BARON,3.19,1.72,3.52,3.39,1.89
ANTH-207,2012A,EDUARDO FERNANDEZ-DUQUE,2.76,2.29,3.06,2.76,2.56
ANTH-405,2012A,ADAM H BUND,2.00,1.00,3.00,2.00,1.50
ANTH-438,2012A,FRANCES BARG,2.84,1.74,2.95,2.79,1.95
ANTH-483,2012A,KATHLEEN D. HALL,4.00,1.79,3.87,3.86,2.21
ANTH-532,2012A,ADRIANA PETRYNA,3.50,3.75,4.00,3.75,3.25
