ALIAS,SEMESTER,INSTRUCTOR,COURSE_QUALITY,DIFFICULTY,INSTRUCTOR_QUALITY,STIMULATE_INTEREST,WORK_REQUIRED
SOCI-134,2010A,LINDA H. AIKEN,2.12,2.11,2.24,2.09,2.51
SOCI-002,2016A,JERRY A JACOBS,2.12,1.59,2.28,2.50,1.91
CRIM-100,2016C,ELLEN A DONNELLY,2.25,2.46,2.55,2.46,2.19
STSC-003,2016A,ETIENNE S BENSON,2.64,2.37,3.10,2.66,2.50
STSC-160,2016A,ADELHEID VOSKUHL,2.54,2.46,2.94,2.67,2.20
STSC-260,2016A,ETIENNE S BENSON,2.73,2.45,3.23,3.25,2.85
STSC-288,2011C,HENRIKA KUKLICK,2.44,1.56,2.68,2.50,1.67
DEMG-541,2008C,JANICE FANNING MADDEN,3.73,3.09,3.73,3.73,2.55
SOCI-595,2012C,DAVID I GRAZIAN,3.88,2.43,3.88,3.75,2.50
SOCI-436,2008A,DAVID I GRAZIAN,3.00,3.10,3.20,3.00,3.50
ANTH-437,2010A,FRANCES BARG,2.52,2.15,3.13,2.45,2.30
ASAM-109,2008A,KALPEN S. MODI,3.06,1.94,3.22,3.50,2.28
COMM-481,2010A,KEITH N. HAMPTON,2.93,2.85,2.93,2.79,3.43
HSOC-150,2016C,ANDRIA B. JOHNSON,3.26,2.41,3.21,3.29,2.82
HSOC-260,2016A,ANDRIA B. JOHNSON,2.75,2.50,2.95,3.00,3.13
HSSC-532,2008A,BETH LINKER,3.22,2.60,3.60,3.50,2.80
URBS-253,2016A,KAREN LISA BLACK,3.31,2.54,3.54,3.62,2.67
ASAM-201,2015A,TAMARA K. NOPPER,2.79,1.69,3.11,3.25,2.00
CRIM-280,2015A,CHARLES E. LOEFFLER,2.78,2.53,3.00,2.93,2.47
SOCI-266,2016C,AMADA ARMENTA,3.60,2.10,3.70,3.80,2.50
SOCI-252,2011C,TUKUFU ZUBERI,2.69,2.27,2.85,2.73,2.10
ITAL-300,2016C,ALESSANDRA MIRRA,3.50,1.67,3.75,3.33,0.67
NURS-134,2015C,LINDA H. AIKEN,2.50,2.44,2.75,2.50,2.11
HIST-188,2012C,FIROOZEH KASHANI-SABET,2.53,2.50,3.24,3.21,2.36
SOCI-597,2013A,DAVID I GRAZIAN,3.64,2.73,3.64,3.40,2.55
AFRC-387,2016C,GRACE L. SANDERS JOHNSON,3.83,3.00,3.83,3.92,3.00
SOCI-130,2016A,ROBIN LISA LEIDNER,3.15,2.00,3.15,2.78,2.33
SOCI-175,2016C,JASON S SCHNITTKER,2.70,2.15,3.12,3.03,1.89
COMM-270,2013C,GUOBIN YANG,2.21,1.33,2.86,2.50,1.75
AFRC-533,2014A,DOROTHY E. ROBERTS,3.75,2.00,3.75,3.71,2.63
GSWS-322,2016A,SARA MOURAD,1.92,2.67,2.08,2.50,2.67
LALS-155,2016A,SANDRA ANDINO,2.39,1.80,2.56,2.47,1.93
LALS-425,2016A,JOHNNY IRIZARRY,3.50,1.50,3.70,3.90,2.00
URBS-010,2016C,DENNIS P. CULHANE,3.00,2.23,3.36,3.23,2.31
SOCI-268,2016C,ONOSO IMOAGENE,3.25,3.00,4.00,4.00,3.75
HIST-083,2014C,FIROOZEH KASHANI-SABET,2.46,2.37,2.79,2.95,2.56
SOCI-238,2015A,GUOBIN YANG,3.07,1.56,3.44,3.00,1.88
GSWS-488,2015A,KIRK JOHN FIERECK,3.40,3.60,3.60,3.80,3.60
MGMT-104,2016C,SARA JANE MC CAFFREY,2.46,2.41,3.14,2.62,2.88
URBS-438,2015A,KUSHANAVA CHOUDHURY,3.60,2.60,3.80,3.80,3.20
SOCI-143,2016A,FRANCIS B PRIOR,2.92,2.00,3.17,3.27,2.36
