ALIAS,SEMESTER,INSTRUCTOR,COURSE_QUALITY,DIFFICULTY,INSTRUCTOR_QUALITY,STIMULATE_INTEREST,WORK_REQUIRED
GRMN-356,2016A,CHRISTINA E FREI,3.09,2.44,3.55,3.33,2.56
PSCI-584,2016A,NANCY J. HIRSCHMANN,2.57,3.00,3.00,3.00,3.00
GRMN-253,2015A,LILIANE WEISSBERG,3.02,2.32,3.35,3.44,2.36
GRMN-325,2004A,BETHANY WIGGIN,3.50,3.25,4.00,3.75,3.50
GRMN-395,2013A,BETHANY WIGGIN,3.67,1.00,3.83,3.80,1.20
GRMN-404,2004A,KATHRYN HELLERSTEIN,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
GRMN-507,2006A,AUGUSTIN SPEYER,3.00,2.83,3.50,3.00,3.00
PHIL-466,2011C,PAUL D GUYER,3.00,3.07,3.07,2.57,3.14
GRMN-359,2006A,KAROLIN MACHTANS,3.69,2.69,3.77,3.38,2.92
GRMN-373,2006A,FRANK A TROMMLER,3.50,2.67,3.83,3.33,2.83
RELS-508,2006A,STEPHEN N DUNNING,3.78,3.11,3.67,3.22,2.89
GRMN-010,2006C,KATHRYN HELLERSTEIN,2.50,2.40,2.70,2.20,2.70
GRMN-235,2013A,LILIANE WEISSBERG,3.00,1.80,3.50,3.20,2.60
GRMN-501,2008A,DAVID R.F. JAMES,3.50,3.00,4.00,3.00,2.00
PHIL-581,2006C,PAUL D GUYER,3.86,3.29,4.00,3.00,3.57
RELS-500,2011C,STEPHEN N DUNNING,3.60,3.00,3.80,3.80,2.60
GRMN-012,2005A,KARL F OTTO,3.08,1.67,3.42,3.25,1.67
GRMN-254,2005A,CATRIONA MACLEOD,2.63,2.79,2.89,2.58,3.42
GRMN-318,2009A,BETHANY WIGGIN,4.00,3.00,4.00,3.50,2.50
GRMN-564,2005A,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
PHIL-480,2008C,PAUL D GUYER,2.79,2.86,3.64,2.86,3.07
GRMN-001,2010C,SIMON J RICHTER,2.78,2.33,3.33,2.67,3.00
GRMN-375,2008C,ERIC JAROSINSKI,2.50,2.25,3.50,3.00,2.25
ENGL-592,2015C,TIMOTHY CORRIGAN,3.88,2.86,4.00,3.50,2.63
GRMN-579,2007C,CATRIONA MACLEOD,4.00,2.80,4.00,4.00,3.00
HIST-330,2007C,PHILIPP L GASSERT,3.54,2.31,3.54,3.46,2.69
GRMN-362,2007A,PHILIPP L GASSERT,3.20,2.90,3.60,3.30,3.60
GRMN-364,2007A,HANSJAKOB WERLEN,3.71,2.29,3.71,3.43,2.86
GRMN-535,2007A,CATRIONA MACLEOD,3.90,2.80,3.90,3.80,2.90
GRMN-238,2011A,KERRY WALLACH,3.80,2.20,4.00,3.80,2.20
GRMN-247,2015C,IAN THOMAS FLEISHMAN,2.26,3.14,2.82,2.86,2.51
GRMN-264,2015A,KATHRYN HELLERSTEIN,2.00,2.18,2.17,2.09,3.00
GRMN-387,2009A,CHRISTINA E FREI,3.60,2.00,3.80,3.80,2.40
PHIL-468,2015C,ROLF P. HORSTMANN,3.25,2.86,3.63,3.71,1.86
GRMN-248,2016C,IAN THOMAS FLEISHMAN,3.67,2.85,3.67,3.64,3.23
GRMN-372,2012A,GRIT SCHWARZKOPF,3.67,3.33,4.00,3.33,2.67
GRMN-560,2015C,CARLOS SPOERHASE,4.00,3.00,4.00,4.00,2.00
GRMN-011,2015C,CATRIONA MACLEOD,2.00,2.50,3.00,2.75,3.00
GRMN-310,2008C,MARION KANT,3.00,3.00,4.00,4.00,3.00
GRMN-540,2012A,LILIANE WEISSBERG,2.60,2.86,3.60,3.43,3.00
GRMN-237,2015C,LILIANE WEISSBERG,3.30,2.07,3.55,3.60,2.43
GRMN-580,2016C,CATRIONA MACLEOD,3.80,2.60,4.00,4.00,2.80
GRMN-581,2015A,STEVEN P. WEITZMAN,3.33,1.00,4.00,4.00,1.00
LING-240,2008A,ANTHONY S KROCH,3.00,2.67,3.00,3.00,2.00
PHIL-566,2008A,PAUL D GUYER,3.33,3.33,3.83,3.17,3.67
GRMN-233,2011A,BETHANY WIGGIN,3.31,2.45,3.46,3.45,2.64
GRMN-275,2011A,NELE K BEMONG,3.75,2.00,3.88,3.88,1.75
ENGL-259,2016C,JEAN-MICHEL RABATE,3.05,2.53,3.19,3.16,2.11
PHIL-551,2015C,KAREN DETLEFSEN,4.00,2.80,4.00,4.00,2.80
RUSS-541,2011C,ILYA VINITSKY,3.50,2.50,3.50,3.50,3.50
GRMN-381,2013C,SIMON J RICHTER,2.75,2.00,3.25,3.00,2.00
GRMN-537,2010A,BETHANY WIGGIN,3.17,3.67,3.67,3.33,3.67
GRMN-568,2010A,GUNNAR HINDRICHS,4.00,3.00,4.00,4.00,2.50
DTCH-231,2010A,MATTHIJS DE RIDDER,2.50,1.75,3.00,2.50,1.75
DTCH-251,2010A,MATTHIJS DE RIDDER,3.17,2.17,3.17,2.67,2.17
ENGL-573,2016C,MAX C CAVITCH,0.71,2.57,0.86,1.86,3.29
GRMN-273,2012A,CATRIONA MACLEOD,4.00,2.67,4.00,4.00,3.00
GRMN-587,2012A,GUNNAR HINDRICHS,3.50,3.00,3.50,3.50,3.50
GRMN-321,2012C,BETHANY WIGGIN,3.33,2.33,3.00,3.00,2.33
GRMN-239,2015C,BETHANY WIGGIN,1.64,2.17,1.91,2.58,2.53
GRMN-563,2013A,ANNA LOUISE HECHT,4.00,3.00,4.00,4.00,3.00
GRMN-569,2013A,LILIANE WEISSBERG,3.25,2.67,3.75,3.75,3.25
PHIL-526,2016C,STEPHEN P STEINBERG,2.45,2.80,2.45,2.90,2.60
GRMN-023,2016C,LILIANE WEISSBERG,3.00,1.50,3.50,3.40,2.10
GRMN-027,2016C,SUSANNE W SHIELDS,3.25,1.65,3.45,3.35,2.00
GRMN-542,2013C,CATRIONA MACLEOD,3.33,2.67,4.00,3.67,3.33
GRMN-561,2013C,SANDRA RICHTER,2.00,3.00,2.33,2.00,3.50
GRMN-203,2016C,CHRISTINA E FREI,3.76,2.38,4.00,3.69,2.50
GRMN-301,2016A,IAN THOMAS FLEISHMAN,2.00,2.00,2.43,2.33,1.83
DTCH-530,2015A,JOSEPHINE HOEGAERTS,3.67,2.67,3.67,4.00,3.00
YDSH-509,2015A,KATHRYN HELLERSTEIN,3.67,3.33,4.00,4.00,3.00
GRMN-029,2014C,YASEMIN DAYIOGLU-YUCEL,2.25,0.86,2.75,2.86,1.29
GRMN-302,2016C,SIMON J RICHTER,2.11,1.71,2.44,3.14,2.00
GRMN-379,2014C,LILIANE WEISSBERG,3.50,2.60,4.00,3.80,2.80
GRMN-526,2014C,LILIANE WEISSBERG,2.88,1.57,3.25,3.50,2.14
ENGL-094,2016C,SUVIR KAUL,3.31,2.46,3.92,3.62,2.46
HIST-230,2016C,NORIA KATE LITAKER,3.88,1.75,3.88,3.88,2.38
PHIL-280,2015C,SARAH GIBBONS,3.70,2.67,3.90,3.78,2.67
RELS-537,2015C,E ANN MATTER,3.80,3.40,4.00,3.80,3.20
GRMN-236,2016A,LILIANE WEISSBERG,3.75,2.18,3.83,3.90,2.36
GRMN-259,2016A,IAN THOMAS FLEISHMAN,3.56,2.56,3.78,3.56,2.11
GRMN-541,2016A,LILIANE WEISSBERG,3.30,2.48,3.63,3.62,2.70
GRMN-543,2016A,BETHANY WIGGIN,3.00,3.00,3.20,3.33,3.33
GRMN-031,2016C,IAN THOMAS FLEISHMAN,2.86,3.08,3.57,3.31,3.31
GRMN-150,2016C,SIMON J RICHTER,2.78,2.07,3.00,3.36,2.21
GRMN-329,2016C,ANDREE HAHMANN,3.25,2.57,3.86,3.57,3.00
COML-542,2016C,SIMON J RICHTER,2.50,3.00,3.50,3.00,3.50
HIST-145,2016C,ADA MARIA KUSKOWSKI,3.00,2.36,3.00,3.45,2.55
PHIL-467,2016C,KAREN DETLEFSEN,3.50,2.40,3.83,4.00,2.20
