ALIAS,SEMESTER,INSTRUCTOR,COURSE_QUALITY,DIFFICULTY,INSTRUCTOR_QUALITY,STIMULATE_INTEREST,WORK_REQUIRED
ENGL-101,2016C,CHRISTINE M WOODY,3.21,2.20,3.42,3.47,2.93
ENGL-553,2016C,DAVID WALLACE,3.14,2.50,3.50,3.20,2.25
ENGL-591,2010A,JOSHUA ESTY,3.71,3.43,3.75,3.63,3.00
GRMN-253,2015A,LILIANE WEISSBERG,3.02,2.32,3.35,3.44,2.36
SOCI-546,2009A,BARBARA J. RISMAN,3.00,3.33,3.33,3.17,3.83
WSTD-242,2005A,SUSAN A. MILLER,3.35,2.95,3.55,3.58,3.10
WSTD-254,2006A,SHANNON B. LUNDEEN,3.18,2.27,3.55,3.36,2.73
AFRC-309,2014C,SUZANA E BERGER,1.67,1.67,1.67,2.33,2.00
ANTH-265,2006A,CLAUDIA R. VALEGGIA,3.63,2.38,3.75,3.75,2.38
ANTH-333,2006A,MARILYNNE DIGGS-THOMPSON,2.40,2.00,2.60,3.20,1.80
ANTH-447,2012A,CLAUDIA R. VALEGGIA,3.50,2.86,4.00,3.86,3.00
ARTH-292,2006A,KAREN BECKMAN,3.60,2.80,3.90,3.70,2.70
ENGL-540,2009A,CHI-MING YANG,2.80,3.00,3.50,2.90,3.20
ENGL-556,2011C,PAUL K. SAINT-AMOUR,3.56,3.33,3.67,3.78,3.56
HIST-143,2005A,KATHY PEISS,3.47,2.18,3.76,3.47,2.53
HIST-170,2016C,JUDITH A GIESBERG,2.68,1.97,2.81,2.64,2.17
NURS-588,2014C,JANET L. LEWIS,3.00,1.67,3.57,3.67,2.83
THAR-275,2016A,JAMES SCHLATTER,1.70,1.50,1.50,2.50,1.25
THAR-279,2016C,ROSEMARY MALAGUE,2.73,1.73,3.17,3.25,2.17
WSTD-293,2005C,VERONICA L SCHANOES,3.39,2.72,3.50,3.11,3.00
AFST-305,2007C,PAMELA BLAKELY,2.60,1.40,2.60,2.40,1.40
ANTH-449,2005C,MARILYNNE DIGGS-THOMPSON,3.00,2.20,3.00,3.00,2.60
ANTH-516,2015A,GRETCHEN E. L. SUESS,2.25,2.75,2.50,2.75,3.25
EALC-257,2016C,JOLYON BARAKA THOMAS,3.40,2.50,3.70,3.60,2.90
ENGL-221,2016A,DAVID WALLACE,3.17,2.45,3.67,3.64,2.55
ENGL-251,2015C,MONIKA BHAGAT-KENNEDY,3.33,2.67,3.67,3.33,2.67
HIST-307,2007C,ANN C. FARNSWORTH-ALVEAR,3.08,3.00,3.54,3.54,3.54
NELC-118,2016A,MAHYAR ENTEZARI,3.55,1.71,3.65,3.59,2.18
NURS-318,2016C,AMANDA L MAHONEY,3.31,2.50,3.00,2.58,2.92
WSTD-414,2006B,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
WSTD-294,2005A,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
WSTD-432,2005A,DEBORAH S BURNHAM,2.63,2.88,2.63,2.50,2.86
AMES-291,2005A,JINA KIM,3.50,2.50,3.50,3.50,2.50
ENGL-055,2015A,CHRISTINE M WOODY,3.00,2.60,3.60,3.40,3.00
ENGL-102,2016C,JOAN E LUBIN,2.21,2.43,2.64,2.64,2.71
ENGL-345,2016C,TONI BOWERS,3.00,2.56,3.55,3.33,3.00
FOLK-576,2005A,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
CLST-121,2005B,DANIELLE L. KELLOGG,3.71,1.86,3.86,3.86,2.14
WSTD-405,2005C,BARBARA RIEBLING,3.64,2.73,3.82,3.36,2.64
EALC-019,2005C,LINDA H. CHANCE,3.00,2.25,3.50,3.25,3.00
HEBR-259,2016C,NILI R GOLD,3.86,1.29,4.00,3.57,1.86
HIST-142,2005C,KATHLEEN M BROWN,3.00,2.23,3.00,2.69,2.31
