ALIAS,SEMESTER,INSTRUCTOR,COURSE_QUALITY,DIFFICULTY,INSTRUCTOR_QUALITY,STIMULATE_INTEREST,WORK_REQUIRED
ENGL-090,2016C,DAVID WALLACE,3.25,2.33,3.81,3.43,2.27
ENGL-096,2016C,JEANNE VACCARO,3.05,2.00,3.30,3.37,1.88
ENGL-100,2016A,RITA BARNARD,3.43,2.23,3.71,3.62,2.62
ENGL-101,2016C,CHRISTINE M WOODY,3.21,2.20,3.42,3.47,2.93
ENGL-221,2016A,DAVID WALLACE,3.17,2.45,3.67,3.64,2.55
FREN-250,2015C,JOAN ELIZABETH DEJEAN,2.57,1.67,3.00,2.67,2.17
FREN-360,2016C,JOAN ELIZABETH DEJEAN,3.75,2.14,3.63,3.57,3.00
GRMN-253,2015A,LILIANE WEISSBERG,3.02,2.32,3.35,3.44,2.36
HIST-346,2014A,KATHLEEN M BROWN,3.27,2.20,3.45,3.47,2.70
HSOC-216,2016A,BETH LINKER,3.88,2.27,3.94,3.93,2.60
ITAL-537,2013C,KEVIN BROWNLEE,2.50,2.00,2.50,3.00,2.00
MUSC-075,2012A,WILLIAM E PARBERRY,2.62,2.29,2.76,2.64,1.43
NURS-518,2015C,CYNTHIA A. CONNOLLY,3.35,1.69,3.50,3.46,1.75
NURS-555,2016C,LUISA AZUCENA UGARTE,3.67,2.00,3.33,3.38,2.23
RELS-005,2016C,MEGAN E ROBB,3.48,2.14,3.77,3.71,2.81
SAST-213,2013C,MANJITA MUKHARJI,2.45,2.60,2.64,2.82,2.73
THAR-279,2016C,ROSEMARY MALAGUE,2.73,1.73,3.17,3.25,2.17
GSWS-244,2012C,JEANNE VACCARO,2.25,2.83,2.63,3.14,2.17
ANCH-212,2012C,CAITLIN C GILLESPIE,3.75,2.00,3.67,4.00,2.25
ENGL-016,2016C,ELAYNA A BROWNE,3.75,2.50,4.00,3.75,3.50
ENGL-290,2016C,MARION KANT,3.50,2.00,3.75,3.50,1.75
HIST-230,2016C,NORIA KATE LITAKER,3.88,1.75,3.88,3.88,2.38
HIST-231,2016C,HOPE MCGRATH,3.33,2.40,3.50,3.40,2.80
HSOC-334,2016C,ELIZABETH R MACKENZIE,3.13,1.53,3.07,3.57,2.00
SOCI-007,2016C,CHENOA ANNE FLIPPEN,2.76,2.29,3.26,3.18,2.46
SOCI-112,2015C,JANICE FANNING MADDEN,2.18,2.08,2.27,2.42,2.08
GSWS-326,2015C,KIRK JOHN FIERECK,2.57,3.50,2.57,3.00,3.00
GSWS-544,2013A,SHANNON B. LUNDEEN,3.60,2.60,4.00,3.70,3.20
ANTH-434,2014A,NICHOLE P CARELOCK,3.27,1.87,3.73,3.65,2.26
EALC-255,2016C,AYAKO KANO,3.40,2.63,3.63,3.56,2.88
ENGL-102,2016C,JOAN E LUBIN,2.21,2.43,2.64,2.64,2.71
GRMN-563,2013A,ANNA LOUISE HECHT,4.00,3.00,4.00,4.00,3.00
HIST-345,2015A,KATHLEEN M BROWN,2.82,2.26,3.06,3.41,2.41
HIST-349,2015A,KATHY PEISS,3.41,2.76,3.52,3.33,3.14
PHIL-485,2013A,MILTON W. MEYER,2.63,3.13,2.38,2.75,2.50
SOCI-004,2016C,COLETTE JOYCE,3.28,2.11,3.38,3.56,2.11
THAR-579,2016C,ROSEMARY MALAGUE,2.00,1.67,2.43,3.17,2.50
GSWS-328,2013C,JEANNE VACCARO,2.25,2.18,2.08,2.73,1.91
ANTH-165,2013C,BEATRICE ANNE JAUREGUI,1.67,2.45,1.92,2.18,2.60
ARTH-593,2016A,KAREN BECKMAN,3.75,3.17,4.00,3.92,3.50
GRMN-262,2016C,KATHRYN HELLERSTEIN,2.40,2.20,2.50,2.70,2.30
PSCI-582,2013C,NANCY J. HIRSCHMANN,3.67,3.17,3.67,3.83,3.00
GSWS-526,2014A,JEANNE VACCARO,3.38,3.29,3.25,3.71,3.00
AFRC-527,2015C,GRACE L. SANDERS JOHNSON,3.73,3.00,3.91,4.00,3.10
ARTH-396,2014A,CHRISTINE POGGI,3.20,2.33,3.60,3.50,2.22
DTCH-530,2015A,JOSEPHINE HOEGAERTS,3.67,2.67,3.67,4.00,3.00
ENGL-259,2016C,JEAN-MICHEL RABATE,3.05,2.53,3.19,3.16,2.11
ENGL-553,2016C,DAVID WALLACE,3.14,2.50,3.50,3.20,2.25
NELC-118,2016A,MAHYAR ENTEZARI,3.55,1.71,3.65,3.59,2.18
PHIL-028,2014A,MILTON W. MEYER,3.50,3.00,3.75,3.67,2.67
SAST-282,2014A,RAILI ROY,3.00,2.60,3.27,3.60,2.50
SOCI-542,2016A,ROBIN LISA LEIDNER,3.17,2.33,3.33,3.17,2.67
AFRC-387,2016C,GRACE L. SANDERS JOHNSON,3.83,3.00,3.83,3.92,3.00
CINE-292,2015A,VALERIE ROSS,3.22,1.57,3.56,3.64,2.29
EALC-151,2016A,AYAKO KANO,3.36,2.11,3.61,3.63,2.58
ENGL-525,2014C,DAVID WALLACE,4.00,2.50,4.00,4.00,2.00
SAST-217,2016C,DEVEN PATEL,3.13,1.63,3.63,3.75,1.50
SOCI-517,2016C,ROBIN LISA LEIDNER,3.00,2.13,2.88,2.88,2.38
GSWS-488,2015A,KIRK JOHN FIERECK,3.40,3.60,3.60,3.80,3.60
EALC-230,2016A,HSIAO-WEN CHENG,2.75,2.64,3.08,2.64,2.55
EALC-259,2015A,AYAKO KANO,3.55,2.78,3.60,3.67,2.78
ENGL-145,2016C,KATHRYN WATTERSON,3.40,2.00,3.60,3.75,2.50
ENGL-274,2016C,JAMES ENGLISH,3.36,2.85,3.79,3.62,3.00
ENGL-294,2015C,JEAN-MICHEL RABATE,3.33,2.88,3.78,3.38,2.88
PHIL-004,2016C,SAUL ROSENTHAL,2.54,2.05,2.77,2.68,1.84
PHIL-249,2016C,QUAYSHAWN SPENCER,4.00,3.00,4.00,4.00,2.00
YDSH-509,2015A,KATHRYN HELLERSTEIN,3.67,3.33,4.00,4.00,3.00
NELC-257,2015C,ISABEL CRANZ,3.25,2.00,3.42,3.60,2.60
ANTH-534,2016A,SIMA SHAKHSARI,2.60,2.80,3.00,3.00,3.40
ARTH-294,2016A,KAJA SILVERMAN,3.65,3.17,3.77,3.80,3.10
ENGL-015,2016A,FRANK PELLICONE,3.40,1.80,3.80,3.60,2.60
ENGL-229,2016A,BRONWYN V WALLACE,2.56,2.38,2.94,3.13,2.19
ENGL-245,2016A,TONI BOWERS,2.89,2.29,3.44,3.29,3.14
ENGL-296,2016C,ANIA LOOMBA,3.33,3.00,3.38,3.45,3.09
ENGL-353,2016A,DAVID KAZANJIAN,3.33,2.40,3.67,3.60,2.50
NURS-830,2016A,ANNE M TEITELMAN,2.67,3.33,3.67,3.00,3.00
PSCI-223,2016A,DEBORAH HARROLD,2.06,2.29,2.12,2.93,2.50
PSCI-416,2016A,DAWN L TEELE,3.31,2.91,3.38,3.73,3.45
PSCI-584,2016A,NANCY J. HIRSCHMANN,2.57,3.00,3.00,3.00,3.00
SPAN-397,2016C,JORGE TELLEZ,3.46,1.82,3.77,3.55,2.00
GSWS-040,2016C,SHAWNA M PATTERSON,3.74,2.44,3.84,3.94,2.78
GSWS-536,2016C,JOAN ELIZABETH DEJEAN,3.50,3.00,3.30,3.33,3.00
ARTH-301,2016C,CHRISTOPHER PASTORE,2.88,2.38,3.00,3.29,3.13
ENGL-070,2016C,JENNIFER STERNAD PONCE DE LEON,3.09,2.40,3.26,3.20,2.90
ENGL-345,2016C,TONI BOWERS,3.00,2.56,3.55,3.33,3.00
ENGL-590,2016C,JENNIFER STERNAD PONCE DE LEON,3.42,3.64,3.42,3.64,3.80
FREN-301,2016C,MICHELE RICHMAN,2.88,2.17,2.63,2.33,2.40
NELC-008,2016C,RAHA RAFII,3.75,2.25,4.00,4.00,3.25
PSCI-411,2016C,DAWN L TEELE,3.33,3.00,3.50,3.50,3.00
SPAN-390,2016C,MARIE ELISE ESCALANTE,2.21,2.25,2.43,2.42,2.45
SPAN-396,2016C,MARIE ELISE ESCALANTE,3.00,2.00,2.89,2.50,2.00
