ALIAS,SEMESTER,INSTRUCTOR,COURSE_QUALITY,DIFFICULTY,INSTRUCTOR_QUALITY,STIMULATE_INTEREST,WORK_REQUIRED
ARTH-253,2004C,MICHAEL W COLE,3.04,2.71,3.17,2.71,2.58
ARTH-260,2015C,LARRY SILVER,4.00,2.50,4.00,4.00,2.50
ARTH-420,2006A,ANN L KUTTNER,2.67,2.27,3.09,2.45,2.00
ARTH-501,2016C,HOLLY PITTMAN,2.00,2.67,3.11,3.11,3.44
ARTH-518,2012A,YAEL R RICE,3.86,3.29,3.71,3.71,3.43
ARTH-562,2010C,LARRY SILVER,3.50,3.00,3.63,3.71,2.86
ARTH-593,2016A,KAREN BECKMAN,3.75,3.17,4.00,3.92,3.50
AMES-392,2004C,NANCY R S STEINHARDT,3.06,2.39,3.22,3.00,2.28
ENGL-091,2014C,PETER DECHERNEY,2.87,2.10,3.05,3.12,2.24
ENGL-092,2016C,TIMOTHY CORRIGAN,3.22,2.10,3.40,3.48,2.32
ARTH-002,2010A,ANDRE DOMBROWSKI,2.82,2.80,2.75,2.59,2.82
ARTH-201,2006A,EVELYN M COHEN,2.50,4.00,1.50,1.00,3.00
ARTH-219,2015A,ELISA DAINESE,3.00,2.20,3.33,3.40,2.60
ARTH-227,2006A,LOTHAR HASELBERGER,3.75,2.50,3.88,3.75,2.38
ARTH-229,2014A,LOTHAR HASELBERGER,3.50,2.50,3.57,3.75,2.50
ARTH-275,2016A,CORDULA GREWE,3.44,2.25,3.67,3.38,2.63
ARTH-276,2015C,ANDRE DOMBROWSKI,3.11,2.44,3.42,3.54,2.66
ARTH-411,2016A,MICHAEL W MEISTER,2.67,2.00,2.67,2.67,2.33
ARTH-414,2004A,JULIE NELSON DAVIS,2.88,2.00,3.50,3.13,2.38
ARTH-202,2006A,ALISON B. MACKENZIE,3.25,1.50,3.29,3.13,1.63
ARTH-210,2009C,JULIE NELSON DAVIS,3.40,2.61,3.65,3.61,2.44
ARTH-292,2006A,KAREN BECKMAN,3.60,2.80,3.90,3.70,2.70
ARTH-587,2007C,AMY ELISABETH FREUND,3.50,3.33,3.67,3.33,3.50
ARTH-589,2010A,GEORGE H. MARCUS,2.71,2.57,2.57,2.29,2.50
CLST-328,2015A,CHARLES BRIAN ROSE,3.60,2.44,3.80,3.67,2.33
CLST-526,2016C,THOMAS F TARTARON,3.75,2.33,4.00,4.00,2.00
HIST-407,2006A,LARRY SILVER,2.36,2.21,2.79,2.57,2.21
ARTH-105,2015A,BETH JUDAS,2.33,3.50,2.33,2.50,4.00
ARTH-412,2006C,MICHAEL W MEISTER,2.00,3.00,2.50,1.50,3.00
ANCH-118,2015A,LINDA MEIBERG,3.00,3.00,3.00,3.00,3.00
CINE-101,2016C,META MAZAJ,3.30,1.61,3.61,3.58,1.78
CINE-202,2016C,VALERIE ROSS,3.80,1.38,4.00,3.85,2.08
EALC-227,2014C,NANCY R S STEINHARDT,3.14,3.00,3.43,3.50,2.90
ARTH-291,2008C,KAREN BECKMAN,3.30,2.40,3.40,3.30,2.50
ARTH-541,2012A,ROBERT A. MAXWELL,2.40,3.40,2.80,2.60,3.40
ARTH-108,2007A,META MAZAJ,2.67,2.05,3.22,2.89,2.27
ARTH-215,2005C,JULIE NELSON DAVIS,3.08,2.65,3.42,3.00,2.43
ARTH-515,2016A,JULIE NELSON DAVIS,3.63,2.88,3.88,3.63,3.00
ARTH-517,2010A,RENATA HOLOD,3.38,2.88,3.75,3.50,2.75
EALC-013,2013C,NANCY R S STEINHARDT,2.29,2.68,2.46,2.55,2.18
ARTH-209,2010C,DIALA TOURE-REMCH,1.71,1.92,1.71,1.38,2.00
ARTH-296,2015C,EKIN PINAR,3.50,2.10,3.50,3.80,1.90
EALC-127,2015C,NANCY R S STEINHARDT,3.50,3.40,3.58,3.50,2.80
ENGL-292,2016A,JEAN-MICHEL RABATE,3.46,2.11,3.69,4.00,2.33
GRMN-579,2007C,CATRIONA MACLEOD,4.00,2.80,4.00,4.00,3.00
ARTH-225,2016C,ANN L KUTTNER,2.56,2.57,2.89,2.14,2.14
CINE-102,2015A,CLAUDIA CONSOLATI,2.52,1.90,2.70,2.83,1.88
CLST-205,2008A,THOMAS F TARTARON,3.40,2.33,3.60,2.93,2.14
ARTH-107,2010A,KAREN BECKMAN,1.88,2.44,2.37,1.59,2.55
CINE-170,2010A,SUSAN J NAPIER,2.38,2.07,2.53,2.57,2.32
CINE-320,2016C,LINDA R. SIMENSKY,3.69,1.34,3.66,3.83,1.59
CLST-202,2010C,THOMAS F TARTARON,2.62,2.18,3.00,2.36,2.00
VLST-301,2016A,CARIN A BERKOWITZ,2.64,2.23,3.36,3.00,2.46
WRIT-015,2016C,KATHLEEN M KRAMER,2.40,2.33,3.06,3.13,3.13
ARTH-427,2015A,ANN L KUTTNER,3.33,3.20,3.67,3.60,2.60
ARTH-511,2016C,MICHAEL W MEISTER,3.67,2.50,4.00,3.67,2.50
ARTH-590,2013A,KAJA SILVERMAN,3.63,3.22,4.00,3.78,2.44
ANTH-141,2016C,RICHARD M LEVENTHAL,2.93,1.93,3.13,3.07,2.21
ENGL-392,2016C,RITA BARNARD,3.19,2.08,3.56,3.58,1.92
ARTH-261,2014A,LARRY SILVER,3.21,2.77,3.50,3.23,2.23
ARTH-514,2013C,STEPHEN H WHITEMAN,4.00,1.50,4.00,4.00,2.50
GRMN-540,2012A,LILIANE WEISSBERG,2.60,2.86,3.60,3.43,3.00
GRMN-550,2011A,SIMON J RICHTER,1.50,2.50,2.50,1.00,3.00
ARTH-103,2015A,JULIE NELSON DAVIS,3.06,2.30,3.26,3.38,2.33
ARTH-204,2008A,GEORGE H. MARCUS,2.14,2.43,2.29,2.14,2.86
ARTH-226,2016A,ANN L KUTTNER,3.00,2.67,3.46,3.25,2.58
ARTH-489,2008A,KAREN BECKMAN,3.25,2.92,3.50,3.00,2.67
ARTH-516,2008A,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
ARTH-543,2008A,ROBERT OUSTERHOUT,2.83,3.00,3.67,3.00,2.83
GRMN-237,2015C,LILIANE WEISSBERG,3.30,2.07,3.55,3.60,2.43
ARTH-300,2016C,CHRISTINE POGGI,3.36,2.92,3.50,3.46,3.31
ARTH-416,2011A,RENATA HOLOD,3.08,2.55,3.58,2.91,2.64
AFRC-387,2016C,GRACE L. SANDERS JOHNSON,3.83,3.00,3.83,3.92,3.00
CINE-103,2016A,META MAZAJ,3.22,2.23,3.63,3.61,2.15
CINE-201,2016C,FILIPPO TRENTIN,3.33,2.50,3.25,3.00,2.50
CINE-501,2010C,HOMAY KING,3.33,2.83,3.83,3.67,2.50
ITAL-588,2011A,VICTORIA E KIRKHAM,2.86,2.14,2.29,2.43,2.29
RELS-004,2014A,ROSE E MURAVCHICK,3.40,2.78,3.80,3.56,2.89
ARTH-462,2010C,LARRY SILVER,3.67,2.00,4.00,4.00,1.50
CLST-111,2016C,ROBERT F SUTTON,3.00,1.94,2.89,2.83,2.06
ENGL-386,2010C,PETER CONN,3.83,2.82,3.83,3.64,2.82
GRMN-580,2016C,CATRIONA MACLEOD,3.80,2.60,4.00,4.00,2.80
RELS-571,2015C,JUSTIN THOMAS MCDANIEL,2.86,2.80,3.43,3.50,3.33
ARTH-247,2011C,ROBERT OUSTERHOUT,3.08,2.85,3.38,2.92,2.23
ARTH-294,2016A,KAJA SILVERMAN,3.65,3.17,3.77,3.80,3.10
CINE-392,2016C,DANA B. POLAN,3.30,2.00,3.40,3.38,2.11
CLST-303,2011C,KIMBERLY D. BOWES,3.19,2.48,3.48,3.33,2.90
ARTH-299,2011B,LIA MARKEY,4.00,2.67,4.00,4.00,3.00
CINE-305,2010A,LEOPOLD CHARNEY,2.54,1.84,2.62,2.25,1.88
ENGL-573,2016C,MAX C CAVITCH,0.71,2.57,0.86,1.86,3.29
AFRC-001,2016C,SALAMISHAH TILLET,2.91,1.95,3.15,3.37,2.37
CINE-315,2012A,ALEXANDER RICHARD GALLOWAY,3.58,2.50,3.92,3.33,2.25
CINE-515,2012A,ALEXANDER RICHARD GALLOWAY,2.67,3.00,2.83,2.40,2.80
CINE-591,2012A,SCOTT R BUKATMAN,3.33,2.33,3.67,3.67,2.33
CLST-274,2016A,ROBERT F SUTTON,2.00,2.17,2.14,2.67,2.00
ITAL-537,2013C,KEVIN BROWNLEE,2.50,2.00,2.50,3.00,2.00
ARTH-250,2014C,DAVID YOUNG KIM,3.25,2.17,3.25,3.42,2.36
ARTH-519,2012C,JULIA A PERRATORE,2.50,2.50,2.50,3.00,2.50
ARTH-573,2012C,GWENDOLYN D SHAW,3.22,2.75,3.00,3.75,2.63
AFST-218,2012C,PAMELA BLAKELY,2.55,2.40,3.09,3.10,2.50
ENGL-592,2015C,TIMOTHY CORRIGAN,3.88,2.86,4.00,3.50,2.63
ARTH-118,2013C,BETH JUDAS,2.50,2.00,2.50,3.20,3.20
ARTH-256,2013A,CHRISTOPHER J NYGREN,3.33,2.67,4.00,3.33,2.67
ARTH-266,2013A,LARRY SILVER,3.55,2.65,3.72,3.72,2.46
ARTH-326,2013A,ANN L KUTTNER,3.00,2.00,3.22,3.17,1.83
ARTH-342,2013A,ROBERT A. MAXWELL,3.33,3.50,3.67,3.00,3.50
ARTH-381,2013A,DAVID B BROWNLEE,3.40,2.70,3.70,3.50,2.70
ARTH-428,2013A,ANN L KUTTNER,3.50,3.50,3.50,3.33,3.33
ARTH-524,2013A,XIN WU,2.00,2.00,3.00,2.00,2.00
ARTH-233,2016C,ROBERT OUSTERHOUT,3.50,2.50,4.00,3.67,2.33
ARTH-277,2013C,ANDRE DOMBROWSKI,3.53,2.72,3.37,3.61,2.56
ARTH-278,2016C,MICHAEL LEJA,3.18,2.55,3.24,3.24,2.27
ARTH-335,2013C,RENATA HOLOD,4.00,3.00,4.00,4.00,2.00
ARTH-389,2013C,GWENDOLYN D SHAW,3.29,2.86,3.57,3.71,2.57
ARTH-530,2013C,LOTHAR HASELBERGER,1.00,1.00,3.00,3.00,1.00
ARTH-551,2013C,CHRISTOPHER PASTORE,3.60,3.00,3.80,3.50,3.00
ARTH-594,2014C,LEO BERSANI,3.80,2.78,4.00,3.89,2.22
GRMN-542,2013C,CATRIONA MACLEOD,3.33,2.67,4.00,3.67,3.33
GSWS-328,2013C,JEANNE VACCARO,2.25,2.18,2.08,2.73,1.91
PHIL-223,2013C,GARY HATFIELD,3.15,3.00,3.15,3.08,2.62
ARTH-235,2016C,RENATA HOLOD,2.20,3.00,2.10,2.63,2.50
ARTH-254,2015C,DAVID YOUNG KIM,3.17,2.67,3.17,3.50,2.67
ARTH-303,2014A,ANN BLAIR BROWNLEE,2.72,2.47,2.88,3.33,2.56
ARTH-311,2014A,MICHAEL W MEISTER,2.33,2.00,2.33,3.50,1.50
ARTH-325,2016C,ANN L KUTTNER,3.75,2.14,3.63,3.71,2.43
ARTH-328,2014A,LOTHAR HASELBERGER,2.88,2.14,3.38,3.57,1.86
ARTH-351,2016A,DAVID YOUNG KIM,3.67,2.50,3.67,4.00,2.67
ARTH-396,2014A,CHRISTINE POGGI,3.20,2.33,3.60,3.50,2.22
CINE-350,2014A,TERRI S. FRANCIS,3.33,2.00,3.33,4.00,1.50
CINE-530,2014A,TERRI S. FRANCIS,2.86,2.67,2.71,3.33,3.17
ARTH-270,2014C,DAVID B BROWNLEE,3.33,3.08,3.13,3.23,3.46
ARTH-302,2014C,ASHLEY D. WEST,3.50,3.00,4.00,3.50,3.50
ARTH-388,2015A,GWENDOLYN D SHAW,3.22,2.33,3.11,3.67,2.83
ARTH-502,2014C,ELIZABETH LAMOTTE CATES MILROY,2.75,2.75,2.00,3.25,3.00
ARTH-504,2014C,XIN WU,3.00,2.33,3.33,3.67,2.67
ARTH-529,2014C,LOTHAR HASELBERGER,3.71,3.14,4.00,4.00,3.86
ARTH-571,2016C,DAVID B BROWNLEE,3.56,2.89,3.78,3.56,3.00
ENGL-263,2015C,AARON LEVY,3.31,2.27,3.46,3.45,2.55
VLST-540,2014C,CHRISTOPHER PASTORE,3.25,3.00,3.25,3.50,3.00
ARTH-435,2015A,RENATA HOLOD,2.00,1.86,2.00,2.29,1.71
ARTH-550,2015A,DAVID YOUNG KIM,2.56,3.00,3.11,3.63,3.00
ARTH-595,2015A,JENNIFER RACHEL HIRSH,3.17,2.17,3.33,3.67,2.33
CINE-295,2015A,DHANVEER SINGH BRAR,3.38,2.71,3.63,3.57,2.43
ENGL-278,2015A,RAHUL MUKHERJEE,3.25,2.33,3.75,3.67,2.33
ARTH-274,2015C,SOPHIE SANDERS,2.15,1.82,1.85,2.36,2.00
ARTH-313,2015C,JULIE NELSON DAVIS,3.75,2.25,4.00,4.00,3.00
ARTH-321,2015C,ANN BLAIR BROWNLEE,3.20,2.60,3.17,3.40,3.00
ARTH-368,2015C,CORDULA GREWE,3.00,2.50,3.25,3.75,3.00
ARTH-503,2015C,CHRISTOPHER PASTORE,2.75,2.33,3.25,3.33,2.33
ARTH-565,2015C,LARRY SILVER,3.57,3.57,3.71,3.86,3.29
ARTH-578,2015C,DAVID L. BARQUIST,3.20,2.60,3.40,3.60,2.80
ANTH-221,2016C,MARIE-CLAUDE BOILEAU,3.00,2.56,3.44,3.56,2.56
ARTH-232,2016A,ROBERT OUSTERHOUT,3.25,2.50,3.50,3.00,2.50
ARTH-297,2016A,AARON LEVY,3.24,2.24,3.18,3.35,2.56
ARTH-334,2016A,RORY O. O'NEILL,3.75,2.00,3.75,4.00,2.00
ARTH-362,2016A,LARRY SILVER,3.00,2.30,3.42,3.10,2.50
ARTH-375,2016A,ANDRE DOMBROWSKI,3.08,2.50,3.31,3.30,2.50
ARTH-386,2016A,CHRISTINE POGGI,3.67,2.50,3.92,3.80,2.44
ARTH-538,2016A,RENATA HOLOD,2.75,2.75,3.00,3.00,2.50
ANTH-435,2016A,LYNN A GRANT,3.75,3.00,4.00,3.75,2.25
CLST-336,2016A,CHARLES BRIAN ROSE,3.85,2.30,3.92,3.80,2.30
ENGL-073,2016A,JENNIFER STERNAD PONCE DE LEON,3.29,2.64,3.53,3.64,2.57
GRMN-236,2016A,LILIANE WEISSBERG,3.75,2.18,3.83,3.90,2.36
GRMN-541,2016A,LILIANE WEISSBERG,3.30,2.48,3.63,3.62,2.70
HIST-233,2016C,YVONNE E FABELLA,3.08,2.83,3.33,3.33,3.25
ARTH-273,2016C,STEPHEN B PETERSEN,1.92,2.64,1.83,1.73,2.64
ARTH-327,2016C,KONSTANTINOS CHALIKIAS,3.50,1.83,3.45,3.50,1.92
ARTH-329,2016C,LYNNE C. LANCASTER,2.83,2.33,2.67,2.50,3.00
ARTH-505,2016C,GWENDOLYN D SHAW,3.20,2.63,3.40,3.75,2.50
ARTH-520,2016C,ELIZABETH SHANK,2.50,2.50,3.00,3.50,2.50
ENGL-070,2016C,JENNIFER STERNAD PONCE DE LEON,3.09,2.40,3.26,3.20,2.90
ENGL-078,2016C,RAHUL MUKHERJEE,1.90,2.37,1.73,1.91,2.23
ENGL-505,2016C,RAHUL MUKHERJEE,3.43,3.08,3.67,3.75,2.92
