ALIAS,SEMESTER,INSTRUCTOR,COURSE_QUALITY,DIFFICULTY,INSTRUCTOR_QUALITY,STIMULATE_INTEREST,WORK_REQUIRED
CINE-320,2016C,LINDA R. SIMENSKY,3.69,1.34,3.66,3.83,1.59
CINE-392,2016C,DANA B. POLAN,3.30,2.00,3.40,3.38,2.11
ANTH-231,2015C,LOUISE KRASNIEWICZ,2.04,2.17,1.96,2.29,2.44
ARTH-107,2010A,KAREN BECKMAN,1.88,2.44,2.37,1.59,2.55
ARTH-301,2016C,CHRISTOPHER PASTORE,2.88,2.38,3.00,3.29,3.13
ARTH-593,2016A,KAREN BECKMAN,3.75,3.17,4.00,3.92,3.50
COMM-241,2009A,PAUL MESSARIS,3.28,1.65,3.09,3.13,2.23
EALC-125,2016C,YU KAI LIN,2.54,2.00,2.75,2.85,2.14
ENGL-081,2016A,SALAMISHAH TILLET,3.21,2.43,3.58,3.68,3.26
ENGL-085,2015C,LANCE D. WAHLERT,3.31,2.33,3.50,3.63,2.67
ENGL-251,2015C,MONIKA BHAGAT-KENNEDY,3.33,2.67,3.67,3.33,2.67
ENGL-281,2016A,OMARI M WEEKES,3.75,2.29,3.75,3.86,2.43
ENGL-282,2010A,TIMOTHY POWELL,2.86,1.90,3.10,3.10,2.10
ENGL-291,2013C,TIMOTHY CORRIGAN,3.23,2.23,3.62,3.54,2.31
ENGL-556,2011C,PAUL K. SAINT-AMOUR,3.56,3.33,3.67,3.78,3.56
ENGL-566,2012C,PETER DECHERNEY,3.00,2.42,3.36,3.58,2.58
FNAR-064,2009A,ELLEN W REYNOLDS,3.00,2.67,3.67,3.67,3.00
FNAR-066,2014A,MARC E BLUMTHAL,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
FNAR-068,2010A,EMORY B VAN CLEVE,2.33,1.80,3.00,2.33,2.67
FNAR-289,2016A,JOSHUA MOSLEY,3.11,2.75,3.11,3.13,2.75
FNAR-353,2014A,CHRISTOPHER C LANDRETH,3.38,3.00,3.88,4.00,3.57
ITAL-204,2016C,CARLA LOCATELLI,2.61,1.67,2.91,2.91,2.09
ITAL-585,2009A,STEFANIA BENINI,2.71,3.67,3.14,3.17,3.83
SPAN-386,2016A,FRANCISCO FERNANDEZ,2.92,2.60,3.17,3.00,3.30
SPAN-390,2016C,MARIE ELISE ESCALANTE,2.21,2.25,2.43,2.42,2.45
CINE-039,2012B,PETER DECHERNEY,3.67,2.22,2.11,2.22,2.33
CINE-116,2016C,JOHN SCOTT F. BURKHARDT,3.00,2.40,3.22,3.20,2.80
ANTH-575,2009B,TIMOTHY POWELL,3.33,3.33,3.67,4.00,3.50
ENGL-061,2012C,JOSHUA ESTY,3.78,2.41,3.87,3.73,2.86
ENGL-505,2016C,RAHUL MUKHERJEE,3.43,3.08,3.67,3.75,2.92
NELC-119,2012C,BLAKE ATWOOD,3.20,2.31,3.60,3.35,2.62
CINE-290,2009C,META MAZAJ,3.13,1.71,3.38,2.88,2.25
CINE-292,2015A,VALERIE ROSS,3.22,1.57,3.56,3.64,2.29
ARTH-590,2013A,KAJA SILVERMAN,3.63,3.22,4.00,3.78,2.44
COMM-462,2016A,PAUL MESSARIS,3.72,1.00,3.89,3.87,1.20
EALC-006,2009C,DAVID M DESSER,2.33,2.17,2.71,2.43,1.96
FREN-231,2016C,GERALD J PRINCE,3.27,2.44,3.45,3.50,2.00
NELC-036,2016C,HEATHER SHARKEY,3.33,2.27,3.67,3.73,2.57
RUSS-164,2016C,VLADISLAV T. TODOROV,2.29,1.92,2.29,2.38,1.92
SPAN-528,2014A,MICHAEL R SOLOMON,3.25,3.25,3.75,3.75,3.50
THAR-273,2013A,MARCIA L FERGUSON,2.71,2.13,3.12,2.81,2.38
ARTH-291,2008C,KAREN BECKMAN,3.30,2.40,3.40,3.30,2.50
ENGL-272,2015A,DAVID L. ENG,3.89,3.00,3.89,3.78,2.33
GRMN-257,2012A,CATRIONA MACLEOD,3.36,2.25,3.27,3.50,2.38
ITAL-288,2014A,FRANK PELLICONE,2.27,1.88,2.55,2.25,2.25
ITAL-581,2016C,ALAIN ELKANN,2.40,2.50,2.40,3.25,2.50
MUSC-146,2011A,GUTHRIE P RAMSEY,3.06,1.93,3.13,3.07,2.07
PHIL-200,2008C,KAREN DETLEFSEN,2.96,2.71,3.46,2.88,2.25
STSC-378,2008C,MARA C MILLS,3.50,2.50,3.83,3.67,2.50
COMM-393,2008B,PETER DECHERNEY,2.11,2.06,2.63,2.16,1.63
CINE-137,2008A,DAVID T COPENHAFER,2.80,2.00,2.70,2.10,2.00
ARTH-489,2008A,KAREN BECKMAN,3.25,2.92,3.50,3.00,2.67
ASAM-109,2008A,KALPEN S. MODI,3.06,1.94,3.22,3.50,2.28
ENGL-103,2016C,DONALD JAMES MCLAUGHLIN,3.50,2.10,3.70,3.40,2.90
ENGL-104,2015C,DEBORAH S BURNHAM,3.65,1.73,3.82,3.73,2.60
ENGL-390,2015C,MELISSA E. SANCHEZ,3.67,2.67,4.00,3.83,2.83
FNAR-067,2008A,ELLEN W REYNOLDS,3.67,2.67,3.67,3.67,3.33
ITAL-100,2016C,ALESSANDRA MIRRA,2.94,1.63,3.38,3.13,1.75
RUSS-470,2011C,SVETLANA KORSHUNOVA,3.88,2.25,4.00,3.88,2.50
SAST-212,2008A,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
SPAN-223,2016C,AMELIA RABOSO MANAS,3.17,2.00,3.25,3.29,2.71
CINE-103,2016A,META MAZAJ,3.22,2.23,3.63,3.61,2.15
CINE-501,2010C,HOMAY KING,3.33,2.83,3.83,3.67,2.50
EALC-234,2016A,HSIAO-WEN CHENG,1.00,2.33,1.33,2.67,2.67
ITAL-300,2016C,ALESSANDRA MIRRA,3.50,1.67,3.75,3.33,0.67
SPAN-388,2016C,REYES CABALLO-MARQUEZ,3.56,2.07,3.75,3.50,2.14
CINE-015,2014C,SUHNNE AHN,3.64,1.88,3.91,3.88,2.57
CINE-016,2016C,CHRISTOPHER DONOVAN,3.25,1.17,3.08,3.55,1.82
CINE-287,2010C,MICHAEL R SOLOMON,3.08,2.54,3.38,3.33,2.77
FREN-382,2014A,PHILIPPE CHARLES MET,3.00,1.75,2.76,2.75,1.75
PHIL-522,2010C,KAREN DETLEFSEN,3.33,2.50,3.50,3.17,2.67
CINE-310,2011C,LEOPOLD CHARNEY,3.04,2.24,3.24,3.10,2.33
ENGL-436,2011C,BARBARA RIEBLING,3.50,2.40,3.63,3.53,2.33
ROML-296,2012C,RACHEL E ELLIS,3.57,2.71,3.57,3.29,2.43
COML-127,2016A,ROBIN FRANCOIS SEGUY,2.00,3.25,2.00,2.75,3.50
ENGL-051,2016C,CHRISTINE M WOODY,3.40,2.00,3.60,3.40,2.60
CINE-305,2010A,LEOPOLD CHARNEY,2.54,1.84,2.62,2.25,1.88
AFRC-287,2010A,TANJI GILLIAM,3.91,2.00,3.82,3.91,2.45
ARTH-100,2016C,AARON LEVY,3.08,1.69,3.23,3.31,2.50
ENGL-573,2016C,MAX C CAVITCH,0.71,2.57,0.86,1.86,3.29
GRMN-261,2014A,KATHRYN HELLERSTEIN,2.43,1.69,2.57,2.50,1.69
HEBR-359,2016A,NILI R GOLD,3.67,2.00,3.89,3.63,2.25
ITAL-586,2010A,STEFANIA BENINI,2.83,2.67,2.83,3.17,3.67
CINE-130,2016C,KATHLEEN D VAN CLEVE,3.71,2.57,3.86,3.86,2.57
CINE-294,2012A,RACHEL E ELLIS,3.10,2.67,3.30,2.89,2.56
CINE-315,2012A,ALEXANDER RICHARD GALLOWAY,3.58,2.50,3.92,3.33,2.25
CINE-591,2012A,SCOTT R BUKATMAN,3.33,2.33,3.67,3.67,2.33
ENGL-015,2016A,FRANK PELLICONE,3.40,1.80,3.80,3.60,2.60
ENGL-101,2016C,CHRISTINE M WOODY,3.21,2.20,3.42,3.47,2.93
FNAR-075,2016A,DAVID W NOVACK,3.50,3.00,3.63,3.14,3.83
FREN-383,2012A,MICHAEL GOTT,3.11,1.94,3.42,3.06,2.24
HIST-166,2012A,EVE M TROUTT POWELL,3.57,2.80,3.73,3.75,2.80
MUSC-081,2012A,CAROLYN ABBATE,3.64,1.67,3.50,3.67,1.75
NELC-115,2012A,BLAKE ATWOOD,3.43,2.29,3.79,3.64,2.50
SPAN-384,2014C,LUIS MORENO CABALLUD,3.30,1.67,3.40,3.33,1.89
ARTH-573,2012C,GWENDOLYN D SHAW,3.22,2.75,3.00,3.75,2.63
ENGL-124,2012C,CARRIE D RICKEY,2.64,1.90,2.45,3.20,2.20
RUSS-111,2016C,VLADISLAV T. TODOROV,2.43,1.64,2.36,2.71,1.50
SPAN-380,2015A,LUIS MORENO CABALLUD,2.73,1.87,3.07,2.87,1.93
SPAN-397,2016C,JORGE TELLEZ,3.46,1.82,3.77,3.55,2.00
CINE-224,2013A,RACHEL E ELLIS,3.36,2.70,3.82,3.22,2.60
CINE-440,2015A,FRANK PELLICONE,3.67,1.33,3.67,4.00,2.00
ARTH-294,2016A,KAJA SILVERMAN,3.65,3.17,3.77,3.80,3.10
EALC-151,2016A,AYAKO KANO,3.36,2.11,3.61,3.63,2.58
ENGL-024,2015C,PETER DECHERNEY,3.14,2.08,3.28,3.58,2.12
ENGL-270,2016A,JENNIFER STERNAD PONCE DE LEON,4.00,3.00,4.00,4.00,3.00
GSWS-322,2016A,SARA MOURAD,1.92,2.67,2.08,2.50,2.67
GSWS-326,2015C,KIRK JOHN FIERECK,2.57,3.50,2.57,3.00,3.00
STSC-262,2013A,JASON J. ZUZGA,1.33,2.40,1.67,2.20,3.40
CINE-330,2013C,TERRI S. FRANCIS,3.00,2.18,2.92,2.91,1.91
CINE-360,2013C,TERRI S. FRANCIS,3.33,1.67,3.00,3.67,2.00
AFST-524,2013C,RITA BARNARD,3.71,2.86,3.71,3.86,3.00
ARTH-594,2014C,LEO BERSANI,3.80,2.78,4.00,3.89,2.22
COMM-240,2015C,PAUL MESSARIS,3.51,1.45,3.69,3.81,1.22
FNAR-070,2015C,DAVID W NOVACK,3.82,2.00,3.82,3.77,1.92
GSWS-328,2013C,JEANNE VACCARO,2.25,2.18,2.08,2.73,1.91
ITAL-322,2013C,STEFANIA BENINI,3.25,1.25,3.25,3.50,1.75
CINE-350,2014A,TERRI S. FRANCIS,3.33,2.00,3.33,4.00,1.50
CINE-502,2015C,CARRIE D RICKEY,2.89,2.44,3.00,3.22,2.56
CINE-530,2014A,TERRI S. FRANCIS,2.86,2.67,2.71,3.33,3.17
ENGL-074,2016A,JEAN-CHRISTOPHE CLOUTIER,3.28,2.23,3.53,3.47,2.67
ITAL-384,2014A,STEFANIA BENINI,1.83,2.00,2.50,2.67,2.50
ENGL-263,2015C,AARON LEVY,3.31,2.27,3.46,3.45,2.55
ENGL-492,2014C,RITA BARNARD,3.13,2.86,3.13,3.00,2.57
CINE-295,2015A,DHANVEER SINGH BRAR,3.38,2.71,3.63,3.57,2.43
CINE-492,2015A,PETER DECHERNEY,3.40,1.93,3.35,3.53,2.07
ENGL-266,2015A,PETER DECHERNEY,3.33,1.92,3.20,3.58,2.17
ENGL-278,2015A,RAHUL MUKHERJEE,3.25,2.33,3.75,3.67,2.33
ITAL-217,2015A,FRANK PELLICONE,3.00,2.00,3.00,3.25,1.75
RELS-208,2016C,TIMOTHY POWELL,3.50,1.83,3.83,3.67,2.00
THAR-130,2016A,ERIC A BARATTA,2.58,2.27,2.83,2.91,2.45
CINE-595,2015C,RITA BARNARD,3.20,2.63,3.30,3.44,2.44
RUSS-250,2015C,KEVIN M.F. PLATT,3.30,2.67,3.80,3.67,3.00
ENGL-073,2016A,JENNIFER STERNAD PONCE DE LEON,3.29,2.64,3.53,3.64,2.57
GRMN-259,2016A,IAN THOMAS FLEISHMAN,3.56,2.56,3.78,3.56,2.11
NELC-253,2016A,ISABEL CRANZ,3.15,2.00,3.40,3.59,2.72
ARTH-505,2016C,GWENDOLYN D SHAW,3.20,2.63,3.40,3.75,2.50
ARTH-586,2016C,JENNIFER RACHEL HIRSH,3.09,2.50,3.36,3.40,3.00
ENGL-572,2016C,RITA BARNARD,3.45,2.40,3.55,3.50,2.56
GRMN-244,2016C,CATRIONA MACLEOD,2.41,2.13,2.80,2.92,2.17
HIST-165,2016C,BRUCE KUKLICK,2.12,2.07,2.46,2.83,1.85
