ALIAS,SEMESTER,INSTRUCTOR,COURSE_QUALITY,DIFFICULTY,INSTRUCTOR_QUALITY,STIMULATE_INTEREST,WORK_REQUIRED
ANTH-214,2007A,TONYA N TAYLOR,3.08,2.85,3.46,3.62,3.85
ENGL-093,2012A,RITA BARNARD,3.29,2.57,3.71,3.29,2.57
FOLK-233,2002C,DAVID SAMPER,2.57,1.86,2.57,2.43,2.29
FREN-231,2016C,GERALD J PRINCE,3.27,2.44,3.45,3.50,2.00
HIST-076,2016C,LEE V CASSANELLI,3.08,2.11,3.08,2.95,2.49
SOCI-135,2016C,HOCINE FETNI,1.66,1.96,1.94,2.06,1.43
AFST-354,2008A,PAMELA BLAKELY,3.13,1.50,3.13,3.38,2.25
HIST-106,2016C,LEE V CASSANELLI,2.58,1.92,2.92,2.50,2.17
HIST-275,2016C,CHEIKH ANTE MBACKE BABOU,3.17,2.00,3.33,3.30,2.10
MUSC-253,2003C,CAROL ANN MULLER,3.00,2.29,3.43,3.14,2.57
PSCI-312,2005C,PAUL KAISER,2.94,2.65,3.06,2.82,2.94
AFST-150,2016C,AUDREY N. MBEJE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
AFST-160,2016C,KOBINA OFOSU-DONKOH,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
AFST-250,2016C,AUDREY N. MBEJE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
AFAM-301,2004C,EMEKA NWADIORA,4.00,1.80,4.00,3.80,2.40
AMES-563,2004C,DAVID P SILVERMAN,2.50,4.00,3.00,3.00,4.00
AFST-497,2004A,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
FOLK-203,2004A,DAVID SAMPER,2.82,2.00,2.91,2.45,2.45
PSCI-210,2015A,GUY GROSSMAN,2.88,3.00,3.00,2.73,3.07
AFST-149,2016A,AUDREY N. MBEJE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
AFST-151,2016A,AUDREY N. MBEJE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
AFST-161,2016A,KOBINA OFOSU-DONKOH,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
AFST-171,2016A,YIWOLA AWOYALE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
AFST-211,2006A,EMEKA NWADIORA,3.90,1.70,3.90,3.80,1.70
AFST-247,2012A,ERMIAS ZEMICHAEL,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
AFST-251,2016A,LINDIWE MAGAYA,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
AFST-271,2016A,YIWOLA AWOYALE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
AFST-494,2006A,EMEKA NWADIORA,4.00,2.00,4.00,4.00,2.50
ANEL-460,2015C,DAVID P SILVERMAN,3.00,3.67,3.33,3.33,3.00
NELC-062,2016A,JOSEF W WEGNER,2.69,1.83,2.63,3.00,2.13
NELC-467,2015A,JOSEF W WEGNER,3.00,2.25,3.20,3.50,2.25
AFST-242,2015C,YOHANNES HAILU,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
AFST-262,2016C,KOBINA OFOSU-DONKOH,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
AFST-270,2016C,YIWOLA AWOYALE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
AFST-284,2008C,ELAINE MSHOMBA,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
AFST-305,2007C,PAMELA BLAKELY,2.60,1.40,2.60,2.40,1.40
ANTH-516,2015A,GRETCHEN E. L. SUESS,2.25,2.75,2.50,2.75,3.25
FREN-390,2014C,LYDIE MOUDILENO,3.17,2.06,3.68,3.50,2.31
NELC-038,2008A,KELLY TUTTLE,2.00,2.00,2.60,1.80,2.00
NELC-331,2009A,HEATHER SHARKEY,3.33,2.53,3.53,3.33,2.73
RELS-210,2008A,KOBINA OFOSU-DONKOH,2.22,1.89,2.78,2.39,1.72
AFST-319,2005A,PETER J. ROGERS,3.15,2.69,3.15,3.00,3.69
AMES-332,2005A,HEATHER SHARKEY,3.87,2.53,3.93,3.87,3.13
FREN-593,2008C,KOFFI ANYINEFA,2.50,2.25,2.88,2.50,2.38
ARTH-209,2010C,DIALA TOURE-REMCH,1.71,1.92,1.71,1.38,2.00
NELC-332,2015C,HEATHER SHARKEY,3.38,2.58,3.69,3.75,3.00
AFST-263,2016A,KOBINA OFOSU-DONKOH,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
ENGL-065,2013C,RITA BARNARD,2.75,2.38,2.75,3.08,2.77
AFST-212,2008B,ALI B. ALI-DINAR,3.00,2.29,3.00,2.71,2.29
HIST-372,2016A,LEE V CASSANELLI,2.59,2.14,2.76,3.00,2.50
AFST-302,2010B,JOHN A. AYOADE,3.50,3.00,3.50,4.00,2.00
AFST-169,2012B,ALI B. ALI-DINAR,2.59,2.40,2.71,2.47,2.60
AFST-233,2013C,PAMELA BLAKELY,3.60,2.50,3.80,3.75,2.25
AFST-350,2016C,AUDREY N. MBEJE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
AFST-362,2013C,KOBINA OFOSU-DONKOH,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
ANEL-563,2014C,DAVID P SILVERMAN,3.25,3.67,3.50,3.33,4.00
AFST-503,2008A,MARY JENNIFER HASTY,3.44,3.00,3.56,3.33,3.00
HIST-371,2014A,ALDEN HARRINGTON YOUNG,2.70,2.67,3.40,3.44,2.78
AFST-210,2015A,KOBINA OFOSU-DONKOH,2.50,1.78,2.79,3.22,1.89
AFST-221,2016A,PAMELA BLAKELY,2.67,1.89,2.78,3.22,2.44
AFST-257,2012A,MARTON MARKOVITS,3.12,2.44,3.29,3.31,3.00
AFST-487,2016A,YIWOLA AWOYALE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
AFST-509,2014A,ALI B. ALI-DINAR,3.50,4.00,4.00,4.00,3.50
AFST-296,2014C,MARTON MARKOVITS,3.83,1.70,3.25,3.80,2.40
AFST-486,2015C,YIWOLA AWOYALE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
ANTH-190,2011C,MARY JENNIFER HASTY,2.78,2.09,2.94,2.82,2.26
HIST-232,2016A,MEHMET DARAKCIOGLU,3.57,2.43,3.86,3.71,2.57
MUSC-053,2010A,CAROL ANN MULLER,2.29,1.89,2.75,2.32,1.82
AFST-228,2011C,PAMELA BLAKELY,3.17,2.20,3.00,3.40,2.20
ARAB-548,2012C,ALI B. ALI-DINAR,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
MUSC-016,2016C,LAWRENCE F BERNSTEIN,3.57,2.29,3.71,3.86,2.00
MUSC-056,2015A,CAROL ANN MULLER,2.88,1.71,3.25,3.71,1.86
AFST-227,2014A,MARY JENNIFER HASTY,2.83,2.56,2.92,3.11,3.00
AFST-323,2010A,JOYCE T MATHANGWANE,3.17,2.39,3.29,3.22,2.30
AFST-363,2016A,KOBINA OFOSU-DONKOH,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
ARAB-549,2012A,ALI B. ALI-DINAR,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
PSCI-516,2013A,MARTON MARKOVITS,3.45,3.10,3.45,3.40,3.50
AFST-218,2012C,PAMELA BLAKELY,2.55,2.40,3.09,3.10,2.50
ANTH-588,2012C,M. KAMARI CLARKE,3.75,2.67,4.00,4.00,2.33
MUSC-051,2014A,CAROL ANN MULLER,2.50,1.79,2.56,2.67,2.29
SOCI-230,2015C,STEPHEN R. VISCELLI,2.44,2.60,2.44,3.00,2.00
AFST-524,2013C,RITA BARNARD,3.71,2.86,3.71,3.86,3.00
ANTH-306,2013C,M. KAMARI CLARKE,2.75,3.33,2.75,3.67,3.67
AFST-167,2015A,CHEIKH ANTE MBACKE BABOU,3.00,2.18,3.18,3.45,2.45
ENGL-271,2014A,TSITSI E. JAJI,3.25,2.00,3.25,3.29,2.71
HIST-187,2014A,SARA G. BYALA,2.62,2.27,2.92,3.55,2.64
AFST-224,2015C,PAMELA BLAKELY,3.60,2.40,3.60,3.50,2.60
AFST-370,2014C,YIWOLA AWOYALE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
AFRC-589,2014C,ALDEN HARRINGTON YOUNG,3.14,2.57,3.71,3.57,3.00
SOCI-268,2016C,ONOSO IMOAGENE,3.25,3.00,4.00,4.00,3.75
AFST-371,2015A,YIWOLA AWOYALE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
ANTH-394,2015A,AMBER R. REED,2.95,2.14,3.05,2.95,2.57
ENGL-102,2016C,JOAN E LUBIN,2.21,2.43,2.64,2.64,2.71
ENGL-595,2015A,TSITSI E. JAJI,2.85,3.00,3.15,3.50,3.10
AFST-590,2015C,ELAINE MSHOMBA,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
ANTH-266,2015C,AMBER R. REED,3.33,2.80,3.17,3.83,2.83
FREN-200,2016A,SCOTT M. FRANCIS,3.17,2.20,3.33,3.40,2.40
MUSC-256,2015C,CAROL ANN MULLER,2.70,2.13,2.80,3.25,2.50
AFST-140,2016A,AUDREY N. MBEJE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
AFST-298,2016A,AMEL MILI,2.83,2.20,2.78,3.20,2.65
FREN-590,2016A,LYDIE MOUDILENO,3.33,3.17,3.50,3.83,3.17
AFST-223,2016C,PAMELA BLAKELY,3.43,2.40,3.57,3.40,2.80
