ALIAS,SEMESTER,INSTRUCTOR,COURSE_QUALITY,DIFFICULTY,INSTRUCTOR_QUALITY,STIMULATE_INTEREST,WORK_REQUIRED
FREN-180,2016A,STERLING J KOURI,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
FREN-217,2016C,CHRISTINE M EDELSTEIN,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
FREN-223,2008A,MICHELE RICHMAN,2.83,2.21,2.67,2.61,2.21
FREN-230,2016C,PHILIPPE CHARLES MET,2.96,2.61,3.19,3.22,2.61
FREN-250,2015C,JOAN ELIZABETH DEJEAN,2.57,1.67,3.00,2.67,2.17
FREN-325,2016A,CHANTAL PHILIPPON-DANIEL,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
FREN-340,2008C,LANCE DONALDSON-EVANS,3.59,2.14,3.86,3.91,2.14
FREN-382,2014A,PHILIPPE CHARLES MET,3.00,1.75,2.76,2.75,1.75
FREN-390,2014C,LYDIE MOUDILENO,3.17,2.06,3.68,3.50,2.31
FREN-500,2016A,ANDREA GOULET,2.00,3.00,2.50,3.00,3.00
FREN-112,2016C,LUCIE PETITJEAN,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
FREN-121,2016C,ANASTASIA KLIMCHYNSKAYA,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
FREN-210,2002C,D.E.LORRAINE STERRITT,3.25,2.33,3.75,2.75,2.58
FREN-221,2015C,MICHELE RICHMAN,2.78,2.00,2.89,2.88,2.00
FREN-226,2016C,MELANIE PERON,3.87,1.86,3.93,3.93,1.93
FREN-231,2016C,GERALD J PRINCE,3.27,2.44,3.45,3.50,2.00
FREN-290,2002C,GERALD J PRINCE,2.90,2.60,3.20,2.60,2.10
FREN-385,2016A,GERALD J PRINCE,3.33,2.43,3.71,3.57,2.14
FREN-389,2015A,MICHELE RICHMAN,3.13,2.86,3.13,3.43,2.14
FREN-593,2008C,KOFFI ANYINEFA,2.50,2.25,2.88,2.50,2.38
FREN-595,2014C,PHILIPPE CHARLES MET,2.50,2.50,2.50,3.00,2.50
FREN-228,2016C,SAMUEL E MARTIN,2.90,1.75,3.36,3.50,2.50
FREN-392,2007A,MICHELE RICHMAN,2.56,2.00,2.67,2.44,2.11
FREN-590,2016A,LYDIE MOUDILENO,3.33,3.17,3.50,3.83,3.17
COML-501,2016C,RITA COPELAND,3.57,3.08,3.79,3.08,3.00
COML-360,2008A,ROMAN DE LA CAMPA,3.36,3.07,3.79,3.14,2.79
FREN-209,2004A,D.E.LORRAINE STERRITT,3.60,2.80,4.00,3.40,3.00
FREN-330,2014A,KEVIN BROWNLEE,2.50,2.10,2.90,3.20,1.70
FREN-350,2010A,JOAN ELIZABETH DEJEAN,3.40,2.78,3.50,3.22,3.11
FREN-379,2004A,PHILIPPE CHARLES MET,3.43,1.64,3.79,3.57,1.86
ITAL-536,2004A,KEVIN BROWNLEE,2.73,2.93,3.00,2.73,3.57
FREN-582,2006A,PHILIPPE CHARLES MET,3.43,2.69,3.86,3.77,3.08
FREN-216,2012B,KATHRYN K MCMAHON,3.13,2.17,3.50,3.17,3.00
FREN-224,2008B,MELANIE PERON,3.73,2.73,3.91,3.64,2.45
FREN-233,2011B,MELANIE PERON,3.44,2.67,3.89,3.89,2.56
FREN-376,2005C,MAURICE A SAMUELS,3.70,2.50,3.80,3.60,3.00
FREN-384,2015C,GERALD J PRINCE,3.56,3.14,3.67,3.43,3.29
FREN-386,2016A,PHILIPPE CHARLES MET,2.75,1.83,2.53,2.96,2.09
FREN-580,2009A,PHILIPPE CHARLES MET,3.67,2.67,3.67,3.67,3.00
ARTH-593,2016A,KAREN BECKMAN,3.75,3.17,4.00,3.92,3.50
ENGL-573,2016C,MAX C CAVITCH,0.71,2.57,0.86,1.86,3.29
FREN-383,2012A,MICHAEL GOTT,3.11,1.94,3.42,3.06,2.24
FREN-512,2012A,ANDREA GOULET,3.00,3.33,3.00,3.00,2.83
CINE-515,2012A,ALEXANDER RICHARD GALLOWAY,2.67,3.00,2.83,2.40,2.80
FREN-200,2016A,SCOTT M. FRANCIS,3.17,2.20,3.33,3.40,2.40
FREN-550,2014C,JOAN ELIZABETH DEJEAN,3.20,3.00,3.40,3.00,2.00
FREN-229,2016A,SOPHIE E DEGAT,3.64,2.20,3.91,3.80,3.00
FREN-388,2014A,LYDIE MOUDILENO,3.58,2.20,3.67,3.70,2.10
FREN-300,2016A,ANDREA GOULET,2.89,2.00,3.22,3.44,2.44
FREN-308,2015A,SCOTT M. FRANCIS,2.50,2.29,2.88,3.00,2.86
FREN-310,2015C,YUE ZHUO,2.50,2.75,2.67,2.75,2.75
FREN-560,2015C,JOAN ELIZABETH DEJEAN,2.71,2.86,3.14,3.00,2.57
FREN-311,2016A,YUE ZHUO,3.75,3.00,3.75,3.50,3.00
FREN-391,2016A,MICHELE RICHMAN,2.55,2.27,2.73,3.09,2.45
FREN-225,2016C,MELANIE PERON,3.62,2.00,3.92,3.73,2.45
ENGL-545,2016C,TONI BOWERS,3.50,2.50,3.50,3.50,2.50
GSWS-536,2016C,JOAN ELIZABETH DEJEAN,3.50,3.00,3.30,3.33,3.00
