ALIAS,SEMESTER,INSTRUCTOR,COURSE_QUALITY,DIFFICULTY,INSTRUCTOR_QUALITY,STIMULATE_INTEREST,WORK_REQUIRED
HSSC-108,2003A,DAVID S. BARNES,2.31,2.63,2.63,2.06,3.13
HSSC-206,2005A,ELLEN ELIZABETH FOLEY,3.19,2.71,3.52,3.24,2.62
HSSC-261,2005A,ELLEN ELIZABETH FOLEY,3.57,2.29,3.71,3.76,2.67
HSSC-400,2005A,HENRIKA KUKLICK,2.10,2.00,2.40,2.30,2.30
HSSC-445,2003A,RUTH S. COWAN,3.50,1.50,4.00,4.00,2.00
HSSC-558,2005A,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
HSSC-590,2006A,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
HSOC-125,2005A,NADIA N. SAWICKI,2.80,2.33,2.87,2.53,2.40
HSOC-430,2016C,ROBERT A. ARONOWITZ,3.00,2.00,3.43,3.38,2.86
PHIL-225,2011B,MURAD AKHUNDOV,3.00,2.50,3.50,2.75,2.25
RELS-116,2006C,JASON N. BLUM,2.68,2.05,3.27,3.23,2.36
HSSC-202,2005A,JEREMY VETTER,2.90,1.70,3.00,2.30,2.00
HSSC-308,2005A,ERIN MCLEARY,3.33,2.50,3.50,3.50,3.00
HSSC-006,2005A,THERESA A. WALLS,2.58,1.92,2.83,2.50,2.17
HSSC-011,2005C,NATHAN ENSMENGER,3.31,2.27,3.38,3.42,2.04
HSSC-018,2003C,STEVEN FEIERMAN,2.75,2.25,2.90,2.40,2.35
HSSC-035,2003C,MARK B ADAMS,3.21,2.74,3.37,3.11,2.32
HSSC-152,2005C,NATHAN SIVIN,2.44,2.39,2.86,2.36,2.56
HSSC-248,2004C,ERIN MCLEARY,3.11,2.00,3.78,3.44,3.00
HSSC-311,2006A,MARY SUSAN LINDEE,3.29,2.43,3.64,3.64,2.86
HSSC-410,2002C,MARY SUSAN LINDEE,2.60,2.40,3.00,3.00,2.40
HSSC-414,2004C,NATHAN SIVIN,3.33,2.78,3.56,3.11,2.22
HSSC-503,2015C,DAVID S. BARNES,3.50,2.86,3.50,3.57,3.43
HSSC-505,2016C,ETIENNE S BENSON,3.71,3.14,3.71,3.86,3.14
HSSC-535,2009C,MARK B ADAMS,3.25,2.75,3.00,3.00,3.00
HSSC-538,2002C,HENRIKA KUKLICK,3.40,2.50,3.60,3.40,2.20
CLST-170,2002C,RALPH ROSEN,3.21,2.00,3.71,3.36,2.36
FOLK-369,2004C,ELIZABETH R MACKENZIE,3.00,2.57,3.07,3.14,2.57
HSOC-010,2016A,RAMAH MCKAY,2.58,2.22,2.85,2.75,2.54
SOCI-583,2002C,CHARLES BOSK,3.90,2.80,3.90,3.80,3.20
HSSC-009,2005C,ELIZABETH R MACKENZIE,3.00,2.25,3.42,3.17,2.92
HSSC-225,2003C,JEREMY VETTER,2.67,2.67,3.17,3.00,2.67
HSSC-247,2005B,PAUL BRIAN BURNETT,2.43,1.71,2.86,2.43,2.00
PHIL-026,2016C,ZOLTAN DOMOTOR,2.75,2.69,3.32,3.33,1.69
PHIL-525,2015C,MICHAEL WEISBERG,3.40,2.75,3.40,3.50,2.50
HSSC-165,2005B,DOMINIQUE A TOBBELL,3.12,2.53,3.29,2.88,3.12
HSSC-331,2004C,RUTH S. COWAN,3.00,2.67,3.33,2.67,2.33
HSSC-360,2004C,JEREMY VETTER,4.00,2.00,4.00,4.00,1.67
HSSC-415,2004A,DAVID S. BARNES,3.60,2.80,4.00,3.60,3.00
HSSC-434,2004C,MARYANNE MCGUCKIN,2.92,1.50,3.27,3.19,1.73
HSSC-439,2004C,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
HSSC-504,2016A,BEKIR H KUCUK,3.67,3.00,3.67,4.00,3.00
HSOC-002,2016C,DAVID S. BARNES,3.26,2.51,3.64,3.67,2.87
HSOC-050,2008C,DAVID S MANDELL,2.94,2.31,3.44,2.63,2.50
HSSC-112,2005A,DAVID S. BARNES,2.94,2.33,3.22,3.00,2.56
HSSC-250,2005A,MARIAELENA BARTESAGHI,3.00,2.18,3.27,3.45,2.55
HSSC-411,2004A,MARK B ADAMS,3.14,3.57,3.57,3.00,3.71
HSSC-453,2004A,RUTH S. COWAN,2.85,2.50,3.20,2.85,2.60
HSSC-512,2004A,MARY SUSAN LINDEE,3.88,3.50,4.00,3.75,3.50
GRMN-253,2015A,LILIANE WEISSBERG,3.02,2.32,3.35,3.44,2.36
HSSC-030,2006A,RUTH S. COWAN,3.25,3.25,3.75,3.00,3.00
HSSC-217,2006A,CORINNA SCHLOMBS,3.43,2.63,3.57,2.88,2.38
HSSC-516,2006A,KAREN MEIER REEDS,3.67,2.50,3.67,3.60,2.17
HSOC-252,2010C,RACHEL ZURAW,3.50,2.44,3.50,3.28,2.22
HSOC-421,2016C,RAMAH MCKAY,3.80,2.60,3.90,4.00,3.00
PHIL-426,2012C,GARY HATFIELD,2.33,2.90,2.67,1.90,2.50
RELS-505,2008A,DAVID J HUFFORD,3.63,2.50,3.75,3.50,2.50
WSTD-242,2005A,SUSAN A. MILLER,3.35,2.95,3.55,3.58,3.10
HSSC-588,2015A,ETIENNE S BENSON,3.25,3.00,3.63,3.40,2.80
HSSC-220,2006B,JOY ROHDE,2.80,2.40,3.60,2.40,3.00
HSSC-232,2006B,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
HSSC-240,2006B,PAUL BRIAN BURNETT,2.43,2.29,2.86,2.29,3.14
HSSC-100,2005B,BABI HAMMOND,2.67,1.67,2.67,2.00,1.33
HSSC-305,2005A,ROSEMARY A STEVENS,3.82,2.00,3.91,3.73,2.09
HSSC-312,2005A,MICHAEL A. DENNIS,3.00,1.75,3.30,3.10,1.70
HSSC-550,2008C,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
HSSC-566,2005A,REGINA L. BLASZCZYK,3.50,2.50,3.25,3.50,2.50
HIST-204,2016C,RICHARD SCOTT HANSON,2.67,2.13,2.44,2.88,2.88
HSOC-260,2016A,ANDRIA B. JOHNSON,2.75,2.50,2.95,3.00,3.13
HSSC-405,2005B,MARK B ADAMS,3.60,3.40,3.80,3.80,3.60
HSSC-004,2005C,NATHAN SIVIN,2.67,2.17,3.17,2.33,2.25
HSSC-005,2005C,CARITA C. HUANG,2.17,2.17,2.09,1.52,2.48
HSSC-135,2005C,JOHN CECCATTI,3.20,2.40,3.80,3.20,2.40
HSSC-271,2005C,CLINTON OHLERS,2.71,2.86,2.86,2.43,3.00
HSSC-301,2005C,MARK B ADAMS,3.63,2.50,3.75,3.63,2.88
HSSC-433,2005C,ERIN MCLEARY,3.50,2.67,3.50,3.17,3.00
HSSC-510,2010C,MARY SUSAN LINDEE,3.80,3.40,3.80,4.00,3.00
HSSC-515,2010A,NATHAN ENSMENGER,3.33,2.67,3.67,3.67,2.33
SOCI-111,2016C,HANS-PETER KOHLER,2.11,2.36,2.42,2.35,2.19
HSSC-528,2016A,MARY SUSAN LINDEE,3.86,3.67,3.86,3.83,3.67
FOLK-575,2009C,MARY T. HUFFORD,3.00,3.20,3.00,3.20,3.20
HSSC-520,2007A,ARTHUR DAEMMRICH,3.60,2.60,4.00,3.60,2.40
HSSC-564,2014A,ADELHEID VOSKUHL,3.00,2.63,3.13,3.00,2.75
HSSC-541,2012A,BETH LINKER,4.00,3.00,4.00,4.00,3.00
HSSC-585,2013A,ROBERT A. ARONOWITZ,3.00,2.33,3.00,3.00,2.67
HSSC-589,2009A,JOHN TRESCH,3.47,3.27,3.80,3.60,3.20
HSSC-518,2010A,JOHN CECCATTI,3.14,2.33,3.29,3.17,2.67
HSSC-559,2009C,DAVID S. BARNES,2.45,2.91,2.82,2.91,3.18
RELS-507,2008A,DAVID J HUFFORD,3.29,2.57,3.57,3.29,2.57
HSSC-529,2011C,MARY SUSAN LINDEE,3.50,3.50,4.00,4.00,3.50
HSSC-519,2011C,JOHN TRESCH,3.60,3.40,3.80,4.00,3.20
HSSC-532,2008A,BETH LINKER,3.22,2.60,3.60,3.50,2.80
HSSC-561,2014C,BETH LINKER,3.50,3.50,3.50,3.75,3.00
HSSC-531,2010C,JAMES JOHN ENDERSBY,4.00,3.00,4.00,4.00,3.50
ANTH-532,2012A,ADRIANA PETRYNA,3.50,3.75,4.00,3.75,3.25
SAST-586,2012A,PROJIT BIHARI MUKHARJI,3.33,3.00,3.33,3.33,3.67
HSSC-502,2016C,DAVID S. BARNES,3.57,2.71,3.57,3.57,2.43
HSSC-509,2012C,DAVID J. CARUSO,2.50,1.50,3.00,3.00,2.50
HSSC-542,2013A,BETH LINKER,4.00,3.33,4.00,4.00,2.67
HSSC-567,2014C,ADELHEID VOSKUHL,3.25,3.25,3.75,3.75,3.00
HSSC-597,2014C,PROJIT BIHARI MUKHARJI,3.67,3.00,4.00,4.00,3.50
GRMN-526,2014C,LILIANE WEISSBERG,2.88,1.57,3.25,3.50,2.14
HSSC-508,2015A,BEKIR H KUCUK,1.83,2.60,2.86,3.40,2.60
HSSC-524,2016C,JOHN TRESCH,4.00,3.43,4.00,4.00,3.57
